Hecate:ProjectEuler fwu$ python euler0044.py
3705990 20559 20619 59 1572
3705990 17869 17938 68 1572
3705990 9982 10105 122 1572
3705990 4338 4614 275 1572
3705990 2947 3340 392 1572
3705990 2265 2757 491 1572
3710707 1236902 1236903 0 1573
3710707 176697 176704 6 1573
3710707 95140 95153 12 1573
3710707 56212 56234 21 1573
3710707 13547 13638 90 1573
3710707 10162 10283 120 1573
3710707 7955 8109 153 1573
3710707 4182 4468 285 1573
3710707 3502 3839 336 1573
3710707 1037 1884 846 1573
3715427 619237 619239 1 1574
3720150 137779 137788 8 1575
3720150 34428 34464 35 1575
3720150 19652 19715 62 1575
3720150 5399 5624 224 1575
3720150 4795 5047 251 1575
3720150 928 1828 899 1575
3724876 1241625 1241626 0 1576
3724876 7536 7699 162 1576
3724876 5236 5468 231 1576
3729605 621600 621602 1 1577
3729605 248638 248643 4 1577
3729605 113013 113024 10 1577
3729605 32697 32735 37 1577
3729605 14937 15020 82 1577
3729605 14413 14499 85 1577
3729605 13039 13134 94 1577
3729605 11247 11357 109 1577
3729605 5844 6053 208 1577
3729605 5675 5890 214 1577
3729605 2392 2865 472 1577
3729605 1083 1913 829 1577
3734337 414925 414928 2 1578
3739072 1246357 1246358 0 1579
3739072 33667 33704 36 1579
3743810 249585 249590 4 1580
3743810 62387 62407 19 1580
3743810 35638 35673 34 1580
3743810 8844 8984 139 1580
3743810 2962 3357 394 1580
3743810 1505 2182 676 1580
3748551 208250 208256 5 1581
3748551 24475 24526 50 1581
3748551 6625 6811 185 1581
3753295 1251098 1251099 0 1582
3753295 178725 178732 6 1582
3753295 125105 125115 9 1582
3753295 96232 96245 12 1582
3753295 17838 17908 69 1582
3753295 17102 17175 72 1582
3753295 13703 13794 90 1582
3753295 9559 9689 129 1582
3753295 5423 5649 225 1582
3753295 2193 2704 510 1582
3753295 1932 2497 564 1582
3753295 1349 2079 729 1582
3753295 920 1830 909 1582
3753295 844 1793 948 1582
3758042 462 1649 1186 1583
3762792 12620 12719 98 1584
3767545 1255848 1255849 0 1585
3767545 125580 125590 9 1585
3767545 1664 2298 633 1585
3772301 628716 628718 1 1586
3772301 48350 48376 25 1586
3772301 17675 17746 70 1586
3772301 10246 10368 121 1586
3772301 9317 9451 133 1586
3772301 901 1824 922 1586
3777060 419672 419675 2 1587
3777060 59943 59964 20 1587
3777060 10432 10552 119 1587
3777060 4810 5065 254 1587
3777060 3477 3822 344 1587
3777060 2882 3290 407 1587
3777060 2005 2557 551 1587
3777060 1079 1919 839 1587
3777060 487 1660 1172 1587
3781822 1260607 1260608 0 1588
3781822 315150 315154 3 1588
3781822 2977 3374 396 1588
3781822 2695 3128 432 1588
3786587 631097 631099 1 1589
3786587 90150 90164 13 1589
3786587 5447 5674 226 1589
3791355 210628 210634 5 1590
3791355 84245 84260 14 1590
3791355 11029 11143 113 1590
3791355 7869 8028 158 1590
3791355 4292 4577 284 1590
3791355 1302 2055 752 1590
3796126 1265375 1265376 0 1591
3796126 316342 316346 3 1591
3796126 34181 34218 36 1591
3796126 29406 29449 42 1591
3796126 8476 8624 147 1591
3796126 7271 7443 171 1591
3800900 253391 253396 4 1592
3800900 158367 158375 7 1592
3800900 6538 6729 190 1592
3800900 6235 6435 199 1592
3800900 776 1771 994 1592
3805677 23465 23519 53 1593
3810457 1270152 1270153 0 1594
3810457 181447 181454 6 1594
3810457 247 1613 1365 1594
3815240 254347 254352 4 1595
3815240 115608 115619 10 1595
3815240 55282 55305 22 1595
3815240 43839 43868 28 1595
3815240 19533 19598 64 1595
3815240 15857 15937 79 1595
3815240 8822 8965 142 1595
3815240 7138 7314 175 1595
3815240 4104 4403 298 1595
3815240 3272 3640 367 1595
3815240 3185 3562 376 1595
3815240 2509 2973 463 1595
3815240 703 1743 1039 1595
3815240 373 1638 1264 1595
3820026 424446 424449 2 1596
3820026 106106 106118 11 1596
3820026 60625 60646 20 1596
3820026 22311 22368 56 1596
3820026 15117 15201 83 1596
3820026 5471 5699 227 1596
3820026 2992 3391 398 1596
3824815 1274938 1274939 0 1597
3824815 127489 127499 9 1597
3824815 852 1810 957 1597
3829607 638267 638269 1 1598
3829607 75082 75099 16 1598
3829607 27137 27184 46 1598
3834402 38715 38748 32 1599
3834402 10330 10453 122 1599
3834402 9617 9749 131 1599
3834402 2765 3194 428 1599
3834402 2352 2844 491 1599
3839200 1279733 1279734 0 1600
3839200 51177 51202 24 1600
3839200 19964 20028 63 1600
3844001 640666 640668 1 1601
3844001 91517 91531 13 1601
3844001 13026 13124 97 1601
3844001 1525 2211 685 1601
3848805 142544 142553 8 1602
3848805 14210 14300 89 1602
3848805 4459 4738 278 1602
3853612 1284537 1284538 0 1603
3853612 183502 183509 6 1603
3853612 5495 5724 228 1603
3853612 1837 2438 600 1603
3858422 75647 75664 16 1604
3858422 18880 18948 67 1604
3858422 3007 3408 400 1604
3863235 429247 429250 2 1605
3863235 42910 42940 29 1605
3863235 7314 7488 173 1605
3863235 2743 3178 434 1605
3863235 2337 2835 497 1605
3863235 1685 2327 641 1605
3863235 412 1657 1244 1605
3868051 1289350 1289351 0 1606
3868051 58596 58618 21 1606
3868051 17626 17699 72 1606
3872870 258189 258194 4 1607
3872870 64538 64558 19 1607
3872870 469 1674 1204 1607
3877692 53845 53869 23 1608
3877692 8050 8209 158 1608
3877692 7610 7778 167 1608
3877692 3987 4299 311 1608
3877692 605 1718 1112 1608
3882517 1294172 1294173 0 1609
3882517 68105 68124 18 1609
3882517 10127 10254 126 1609
3887345 647890 647892 1 1610
3887345 259154 259159 4 1610
3887345 117793 117804 10 1610
3887345 92549 92563 13 1610
3887345 56327 56350 22 1610
3887345 37005 37040 34 1610
3887345 16790 16867 76 1610
3887345 11725 11835 109 1610
3887345 7968 8129 160 1610
3887345 5519 5749 229 1610
3887345 2308 2814 505 1610
3887345 1298 2068 769 1610
3887345 1037 1915 877 1610
3887345 392 1657 1264 1610
3892176 4361 4649 287 1611
3897010 1299003 1299004 0 1612
3897010 324749 324753 3 1612
3897010 99917 99930 12 1612
3897010 41888 41919 30 1612
3897010 24955 25007 51 1612
3897010 10414 10538 123 1612
3897010 3022 3425 402 1612
3897010 860 1827 966 1612
3901847 650307 650309 1 1613
3901847 31702 31743 40 1613
3901847 22015 22074 58 1613
3906687 434075 434078 2 1614
3906687 4477 4759 281 1614
3906687 4060 4369 308 1614
3911530 1303843 1303844 0 1615
3911530 325959 325963 3 1615
3911530 186260 186267 6 1615
3911530 68614 68633 18 1615
3911530 46552 46580 27 1615
3911530 17118 17194 75 1615
3911530 15297 15382 84 1615
3911530 9737 9870 132 1615
3911530 3665 4005 339 1615
3911530 2185 2717 531 1615
3911530 1894 2489 594 1615
3911530 1075 1940 864 1615
3916376 12875 12976 100 1616
3916376 9900 10031 130 1616
3921225 217843 217849 5 1617
3921225 87131 87146 14 1617
3921225 39592 39625 32 1617
3921225 31100 31142 41 1617
3921225 12396 12501 104 1617
3921225 8639 8789 149 1617
3921225 5543 5774 230 1617
3921225 4299 4593 293 1617
3921225 3796 4126 329 1617
3921225 1955 2537 581 1617
3921225 1411 2146 734 1617
3921225 1172 1997 824 1617
3921225 720 1770 1049 1617
3921225 171 1626 1454 1617
3926077 1308692 1308693 0 1618
3926077 28427 28473 45 1618
3926077 6097 6308 210 1618
3930932 163785 163793 7 1619
3935790 3037 3442 404 1620
3940651 1313550 1313551 0 1621
3940651 101036 101049 12 1621
3940651 59696 59718 21 1621
3940651 38617 38651 33 1621
3940651 6931 7118 186 1621
3940651 4450 4736 285 1621
3940651 2751 3193 441 1621
3945515 657585 657587 1 1622
3945515 263032 263037 4 1622
3945515 93934 93948 13 1622
3945515 37559 37594 34 1622
3945515 4592 4870 277 1622
3945515 1545 2240 694 1622
3950382 438930 438933 2 1623
3950382 109727 109739 11 1623
3955252 1318417 1318418 0 1624
3955252 188342 188349 6 1624
3955252 5567 5799 231 1624
3960125 660020 660022 1 1625
3960125 264006 264011 4 1625
3960125 50758 50784 25 1625
3960125 26376 26426 49 1625
3960125 20276 20341 64 1625
3960125 10498 10623 124 1625
3960125 1706 2356 649 1625
3965001 220275 220281 5 1626
3969880 1323293 1323294 0 1627
3969880 82698 82714 15 1627
3969880 21663 21724 60 1627
3969880 868 1844 975 1627
3974762 120442 120453 10 1628
3974762 30090 30134 43 1628
3974762 6235 6444 208 1628
3974762 5027 5284 256 1628
3974762 3052 3459 406 1628
3974762 1167 2003 835 1628
3974762 775 1803 1027 1628
3979647 147390 147399 8 1629
3979647 21025 21088 62 1629
3984535 1328178 1328179 0 1630
3984535 132813 132823 9 1630
3984535 8067 8230 162 1630
3989426 5591 5824 232 1631
3989426 961 1893 931 1631
3989426 476 1699 1222 1631
3994320 443812 443815 2 1632
3994320 7987 8152 164 1632
3994320 5094 5349 254 1632
3994320 2534 3014 479 1632
3994320 2093 2654 560 1632
3994320 733 1789 1055 1632
3994320 330 1665 1334 1632
3999217 1333072 1333073 0 1633
3999217 42987 43018 30 1633
3999217 28957 29003 45 1633
3999217 16835 16914 78 1633
3999217 9317 9459 141 1633
3999217 222 1648 1425 1633
4004117 667352 667354 1 1634
4004117 51322 51348 25 1634
4004117 46010 46039 28 1634
4004117 35105 35143 37 1634
4004117 15477 15563 85 1634
4004117 3780 4118 337 1634
4004117 3352 3729 376 1634
4004117 2455 2949 493 1634
4004117 2147 2698 550 1634
4004117 635 1753 1117 1634
4004117 447 1694 1246 1634
4009020 89082 89097 14 1635
4009020 55669 55693 23 1635
4013926 1337975 1337976 0 1636
4013926 334492 334496 3 1636
4013926 191136 191143 6 1636
4013926 47771 47799 27 1636
4013926 3067 3476 408 1636
4018835 669805 669807 1 1637
4018835 267920 267925 4 1637
4018835 2483 2974 490 1637
4023747 74505 74523 17 1638
4023747 10582 10708 125 1638
4023747 8690 8843 152 1638
4023747 5615 5849 233 1638
4023747 717 1788 1070 1638
4028662 1342887 1342888 0 1639
4028662 335720 335724 3 1639
4033580 268903 268908 4 1640
4033580 168062 168070 7 1640
4033580 32773 32814 40 1640
4038501 448721 448724 2 1641
4038501 9686 9824 137 1641
4038501 1776 2418 641 1641
4043425 1347808 1347809 0 1642
4043425 134776 134786 9 1642
4043425 53900 53925 24 1642
4043425 3224 3618 393 1642
4043425 876 1861 984 1642
4048352 122672 122683 10 1643
4048352 25435 25488 52 1643
4048352 17487 17564 76 1643
4048352 3787 4128 340 1643
4048352 3452 3823 370 1643
4048352 1565 2269 703 1643
4053282 3082 3493 410 1644
4058215 1352738 1352739 0 1645
4058215 193245 193252 6 1645
4058215 135269 135279 9 1645
4058215 19290 19360 69 1645
4058215 14344 14438 93 1645
4058215 5639 5874 234 1645
4058215 1727 2385 657 1645
4063151 677191 677193 1 1646
4068090 50210 50237 26 1647
4068090 12502 12610 107 1647
4068090 3688 4039 350 1647
4068090 2387 2900 512 1647
4068090 264 1668 1403 1647
4073032 1357677 1357678 0 1648
4073032 84847 84863 15 1648
4073032 13130 13233 102 1648
4077977 679662 679664 1 1649
4077977 79952 79969 16 1649
4077977 6910 7104 193 1649
4082925 453657 453660 2 1650
4082925 64798 64819 20 1650
4082925 45351 45381 29 1650
4082925 20588 20654 65 1650
4082925 18109 18184 74 1650
4082925 9185 9332 146 1650
4082925 8166 8331 164 1650
4082925 6376 6586 209 1650
4082925 2715 3177 461 1650
4082925 2330 2855 524 1650
4082925 1943 2549 605 1650
4082925 601 1756 1154 1650
4082925 191 1661 1469 1650
4082925 141 1656 1514 1650
4087876 1362625 1362626 0 1651
4087876 104811 104824 12 1651
4087876 10666 10793 126 1651
4087876 1892 2511 618 1651
4092830 272853 272858 4 1652
4092830 68204 68224 19 1652
4092830 38962 38997 34 1652
4092830 23094 23153 58 1652
4092830 9675 9815 139 1652
4092830 5663 5899 235 1652
4092830 3097 3510 412 1652
4097787 227652 227658 5 1653
4097787 15657 15744 86 1653
4097787 11925 12039 113 1653
4097787 6042 6264 221 1653
4097787 3197 3599 401 1653
4102747 1367582 1367583 0 1654
4102747 62152 62174 21 1654
4102747 16637 16719 81 1654
4102747 11242 11363 120 1654
4102747 2807 3258 450 1654
4107710 273845 273850 4 1655
4107710 80535 80552 16 1655
4107710 68452 68472 19 1655
4107710 20102 20170 67 1655
4107710 3569 3934 364 1655
4107710 483 1724 1240 1655
4107710 208 1668 1459 1655
4112676 152317 152326 8 1656
4117645 1372548 1372549 0 1657
4117645 196075 196082 6 1657
4117645 137250 137260 9 1657
4117645 19573 19643 69 1657
4117645 9595 9737 141 1657
4117645 3689 4044 354 1657
4117645 884 1878 993 1657
4122617 687102 687104 1 1658
4127592 458620 458623 2 1659
4127592 65507 65528 20 1659
4127592 28640 28688 47 1659
4127592 5687 5924 236 1659
4127592 3927 4263 335 1659
4132570 1377523 1377524 0 1660
4132570 344379 344383 3 1660
4132570 105957 105970 12 1660
4132570 26465 26517 51 1660
4132570 3112 3527 414 1660
4137551 689591 689593 1 1661
4137551 125375 125386 10 1661
4137551 29321 29368 46 1661
4137551 25996 26049 52 1661
4137551 4416 4718 301 1661
4137551 817 1851 1033 1661
4137551 600 1766 1165 1661
4142535 230138 230144 5 1662
4142535 92049 92064 14 1662
4147522 1382507 1382508 0 1663
4147522 345625 345629 3 1663
4147522 32130 32173 42 1663
4147522 7952 8124 171 1663
4152512 60170 60193 22 1664
4152512 10750 10878 127 1664
4152512 8517 8678 160 1664
4152512 4480 4779 298 1664
4152512 1585 2298 712 1664
4152512 1097 1993 895 1664
4157505 76982 77000 17 1665
4157505 30774 30819 44 1665
4157505 13949 14048 98 1665
4157505 1748 2414 665 1665
4157505 905 1895 989 1665
4162501 1387500 1387501 0 1666
4162501 198211 198218 6 1666
4162501 73017 73036 18 1666
4162501 40792 40826 33 1666
4162501 28292 28341 48 1666
4162501 10366 10499 132 1666
4162501 5711 5949 237 1666
4162501 2375 2901 525 1666
4162501 1825 2471 645 1666
4162501 1025 1956 930 1666
4167500 277831 277836 4 1667
4167500 173642 173650 7 1667
4167500 11051 11176 124 1667
4167500 6846 7046 199 1667
4172502 463610 463613 2 1668
4172502 115897 115909 11 1668
4172502 3127 3544 416 1668
4177507 1392502 1392503 0 1669
4182515 697085 697087 1 1670
4182515 278832 278837 4 1670
4182515 8265 8432 166 1670
4187526 2331 2868 536 1671
4192540 1397513 1397514 0 1672
4192540 73544 73563 18 1672
4192540 34918 34958 39 1672
4192540 25382 25437 54 1672
4192540 16399 16484 84 1672
4192540 15837 15925 87 1672
4192540 10208 10344 135 1672
4192540 7380 7567 186 1672
4192540 4590 4885 294 1672
4192540 2725 3197 471 1672
4192540 1829 2478 648 1672
4192540 1459 2219 759 1672
4192540 892 1895 1002 1672
4192540 815 1860 1044 1672
4192540 58 1673 1614 1672
4197557 699592 699594 1 1673
4197557 99935 99949 13 1673
4197557 53802 53828 25 1673
4197557 7597 7779 181 1673
4197557 5735 5974 238 1673
4197557 3432 3818 385 1673
4202577 25915 25969 53 1674
4207600 1402533 1402534 0 1675
4207600 56089 56114 24 1675
4207600 20900 20967 66 1675
4207600 8855 9012 156 1675
4207600 8686 8846 159 1675
4212626 127650 127661 10 1676
4212626 31892 31936 43 1676
4212626 3142 3561 418 1676
4217655 468627 468630 2 1677
4217655 46848 46878 29 1677
4217655 36029 36068 38 1677
4217655 10834 10963 128 1677
4217655 3410 3800 389 1677
4217655 445 1735 1289 1677
4222687 1407562 1407563 0 1678
4222687 201077 201084 6 1678
4222687 260 1698 1437 1678
4227722 61260 61283 22 1679
4227722 15272 15364 91 1679
4227722 490 1749 1258 1679
4232760 94054 94069 14 1680
4232760 13385 13490 104 1680
4232760 5759 5999 239 1680
4237801 1412600 1412601 0 1681
4237801 17186 17268 81 1681
4242845 707140 707142 1 1682
4242845 282854 282859 4 1682
4242845 48754 48783 28 1682
4242845 4732 5022 289 1682
4247892 157325 157334 8 1683
4247892 1392 2184 791 1683
4247892 545 1769 1223 1683
4252942 1417647 1417648 0 1684
4252942 354410 354414 3 1684
4252942 3157 3578 420 1684
4257995 709665 709667 1 1685
4257995 283864 283869 4 1685
4257995 101374 101388 13 1685
4257995 40535 40570 34 1685
4257995 37332 37370 37 1685
4257995 14893 14988 94 1685
4257995 5203 5469 265 1685
4257995 1802 2467 664 1685
4257995 1769 2443 673 1685
4257995 1605 2327 721 1685
4263051 473671 473674 2 1686
4263051 36417 36456 38 1686
4268110 1422703 1422704 0 1687
4268110 355674 355678 3 1687
4268110 203240 203247 6 1687
4268110 50797 50825 27 1687
4268110 25840 25895 54 1687
4268110 12314 12429 114 1687
4268110 6357 6577 219 1687
4268110 5783 6024 240 1687
4268110 5497 5750 252 1687
4268110 3503 3888 384 1687
4268110 2863 3323 459 1687
4268110 1365 2170 804 1687
4268110 994 1958 963 1687
4268110 900 1912 1011 1687
4268110 154 1694 1539 1687
4273172 178045 178053 7 1688
4273172 17120 17203 82 1688
4273172 2675 3163 487 1688
4278237 237677 237683 5 1689
4278237 27937 27988 50 1689
4278237 2967 3414 446 1689
4283305 1427768 1427769 0 1690
4283305 142772 142782 9 1690
4283305 109822 109835 12 1690
4283305 38570 38607 36 1690
4283305 10918 11048 129 1690
4283305 8364 8533 168 1690
4283305 5074 5348 273 1690
4283305 3674 4044 369 1690
4283305 2728 3209 480 1690
4283305 1742 2427 684 1690
4288376 16017 16106 88 1691
4288376 4351 4668 316 1691
4288376 292 1716 1423 1691
4293450 31781 31826 44 1692
4293450 7861 8041 179 1692
4293450 5353 5614 260 1692
4293450 4386 4701 314 1692
4293450 3172 3595 422 1692
4293450 849 1893 1043 1692
4293450 506 1766 1259 1692
4298527 1432842 1432843 0 1693
4303607 717267 717269 1 1694
4303607 130407 130418 10 1694
4303607 102460 102474 13 1694
4303607 18592 18669 76 1694
4303607 5807 6049 241 1694
4308690 478742 478745 2 1695
4308690 119680 119692 11 1695
4308690 15397 15490 92 1695
4308690 3675 4047 371 1695
4308690 2028 2643 614 1695
4313776 1437925 1437926 0 1696
4318865 719810 719812 1 1697
4318865 287922 287927 4 1697
4318865 2574 3083 508 1697
4323957 240217 240223 5 1698
4323957 43660 43693 32 1698
4329052 1443017 1443018 0 1699
4329052 206142 206149 6 1699
4329052 110995 111008 12 1699
4329052 29425 29474 48 1699
4329052 15812 15903 90 1699
4329052 1947 2584 636 1699
4334150 288941 288946 4 1700
4334150 84975 84992 16 1700
4334150 72226 72246 19 1700
4334150 21212 21280 67 1700
4334150 3187 3612 424 1700
4339251 5831 6074 242 1701
4344355 1448118 1448119 0 1702
4344355 144807 144817 9 1702
4344355 39120 39157 36 1702
4344355 31458 31504 45 1702
4344355 12535 12650 114 1702
4344355 3729 4099 369 1702
4344355 908 1929 1020 1702
4349462 11002 11133 130 1703
4349462 2505 3029 523 1703
4349462 497 1774 1276 1703
4354572 483840 483843 2 1704
4354572 25437 25494 56 1704
4359685 1453228 1453229 0 1705
4359685 145318 145328 9 1705
4359685 66045 66067 21 1705
4359685 46863 46894 30 1705
4359685 26395 26450 54 1705
4359685 4533 4843 309 1705
4359685 1790 2472 681 1705
4364801 727466 727468 1 1706
4364801 103917 103931 13 1706
4364801 85576 85593 16 1706
4364801 16875 16961 85 1706
4364801 12167 12286 118 1706
4364801 2116 2718 601 1706
4364801 1625 2356 730 1706
4369920 97102 97117 14 1707
4375042 1458347 1458348 0 1708
4375042 364585 364589 3 1708
4375042 208332 208339 6 1708
4375042 52070 52098 27 1708
4375042 23877 23938 60 1708
4375042 13325 13434 108 1708
4375042 5855 6099 243 1708
4375042 3202 3629 426 1708
4375042 3127 3563 435 1708
4375042 1530 2293 762 1708
4380167 730027 730029 1 1709
4380167 132727 132738 10 1709
4380167 6150 6383 232 1709
4385295 162414 162423 8 1710
4385295 16197 16287 89 1710
4385295 8463 8634 170 1710
4385295 3324 3738 413 1710
4385295 895 1930 1034 1710
4390426 1463475 1463476 0 1711
4390426 365867 365871 3 1711
4395560 293035 293040 4 1712
4395560 22509 22574 64 1712
4395560 18275 18355 79 1712
4395560 13640 13747 106 1712
4395560 3512 3907 394 1712
4395560 889 1929 1039 1712
4395560 358 1749 1390 1712
4400697 488965 488968 2 1713
4400697 69842 69863 20 1713
4400697 782 1883 1100 1713
4405837 1468612 1468613 0 1714
4405837 15092 15189 96 1714
4405837 13802 13908 105 1714
4410980 294063 294068 4 1715
4410980 183787 183795 7 1715
4410980 41992 42027 34 1715
4410980 26228 26284 55 1715
4410980 5879 6124 244 1715
4410980 3555 3947 391 1715
4416126 44591 44624 32 1716
4416126 11086 11218 131 1716
4416126 3217 3646 428 1716
4421275 1473758 1473759 0 1717
4421275 147371 147381 9 1717
4421275 58938 58963 24 1717
4421275 43329 43363 33 1717
4421275 17296 17381 84 1717
4421275 14257 14360 102 1717
4421275 7195 7397 201 1717
4421275 2666 3171 504 1717
4421275 1309 2159 849 1717
4421275 916 1946 1029 1717
4426427 737737 737739 1 1718
4436740 1478913 1478914 0 1720
4436740 211270 211277 6 1720
4436740 36953 36993 39 1720
4436740 34372 34415 42 1720
4436740 26862 26917 54 1720
4436740 22040 22107 66 1720
4436740 16762 16850 87 1720
4436740 5142 5422 279 1720
4436740 4763 5064 300 1720
4436740 3649 4034 384 1720
4436740 2919 3388 468 1720
4436740 2093 2709 615 1720
4441901 740316 740318 1 1721
4441901 51042 51071 28 1721
4441901 16592 16681 88 1721
4447065 494117 494120 2 1722
4447065 70578 70599 20 1722
4447065 49397 49427 29 1722
4447065 6954 7164 209 1722
4447065 5903 6149 245 1722
4447065 2103 2718 614 1722
4452232 1484077 1484078 0 1723
4452232 92747 92763 15 1723
4452232 78100 78119 18 1723
4452232 4730 5034 303 1723
4457402 3232 3663 430 1724
4462575 247918 247924 5 1725
4462575 99161 99176 14 1725
4462575 21524 21593 68 1725
4462575 19032 19110 77 1725
4462575 9842 9992 149 1725
4462575 7531 7726 194 1725
4462575 1811 2501 689 1725
4462575 1210 2107 896 1725
4462575 649 1843 1193 1725
4467751 1489250 1489251 0 1726
4467751 48025 48056 30 1726
4467751 4292 4626 333 1726
4472930 298193 298198 4 1727
4472930 135538 135549 10 1727
4472930 74539 74559 19 1727
4472930 42582 42617 34 1727
4472930 33864 33908 43 1727
4472930 19325 19402 76 1727
4472930 10580 10720 139 1727
4472930 7967 8152 184 1727
4472930 4687 4995 307 1727
4472930 3460 3867 406 1727
4472930 1645 2385 739 1727
4472930 1507 2292 784 1727
4472930 504 1799 1294 1727
4472930 102 1730 1627 1727
4478112 55272 55299 26 1728
4483297 1494432 1494433 0 1729
4483297 213487 213494 6 1729
4483297 114950 114963 12 1729
4483297 78645 78664 18 1729
4483297 16377 16468 90 1729
4483297 11170 11303 132 1729
4483297 5927 6174 246 1729
4488485 748080 748082 1 1730
4488485 299230 299235 4 1730
4488485 8562 8735 172 1730
4493676 499296 499299 2 1731
4493676 5542 5806 263 1731
4493676 350 1766 1415 1731
4498870 1499623 1499624 0 1732
4498870 374904 374908 3 1732
4498870 3247 3680 432 1732
4498870 924 1963 1038 1732
4504067 750677 750679 1 1733
4504067 65265 65288 22 1733
4504067 13230 13343 112 1733
4509267 250512 250518 5 1734
4509267 35767 35809 41 1734
4509267 29447 29498 50 1734
4509267 4032 4389 356 1734
4514470 1504823 1504824 0 1735
4514470 376204 376208 3 1735
4519676 188316 188324 7 1736
4519676 36725 36766 40 1736
4519676 26875 26931 55 1736
4519676 5951 6199 247 1736
4519676 5106 5393 286 1736
4519676 975 1991 1015 1736
4519676 550 1821 1270 1736
4524885 167584 167593 8 1737
4524885 16714 16804 89 1737
4530097 1510032 1510033 0 1738
4530097 116150 116163 12 1738
4530097 68627 68649 21 1738
4530097 19075 19154 78 1738
4530097 5137 5423 285 1738
4530097 1482 2284 801 1738
4530097 957 1984 1026 1738
4535312 47227 47259 31 1739
4535312 32142 32189 46 1739
4535312 685 1869 1183 1739
4540530 504502 504505 2 1740
4540530 126120 126132 11 1740
4540530 5808 6063 254 1740
4540530 3262 3697 434 1740
4540530 1183 2104 920 1740
4540530 974 1994 1019 1740
4540530 284 1763 1478 1740
4545751 1515250 1515251 0 1741
4545751 216461 216468 6 1741
4545751 3876 4249 372 1741
4550975 758495 758497 1 1742
4550975 303396 303401 4 1742
4550975 137903 137914 10 1742
4550975 58333 58359 25 1742
4550975 39902 39940 37 1742
4550975 30315 30365 49 1742
4550975 23306 23371 64 1742
4550975 15921 16016 94 1742
4550975 13736 13846 109 1742
4550975 11254 11388 133 1742
4550975 10537 10680 142 1742
4550975 7154 7363 208 1742
4550975 5379 5654 274 1742
4550975 4361 4696 334 1742
4550975 2824 3318 493 1742
4550975 2009 2659 649 1742
4550975 1690 2427 736 1742
4550975 1122 2072 949 1742
4550975 611 1846 1234 1742
4550975 346 1776 1429 1742
4556202 5975 6224 248 1743
4556202 1027 2023 995 1743
4561432 1520477 1520478 0 1744
4561432 95022 95038 15 1744
4561432 13895 14004 108 1744
4566665 761110 761112 1 1745
4566665 304442 304447 4 1745
4566665 1832 2530 697 1745
4571901 84656 84674 17 1746
4577140 1525713 1525714 0 1747
4577140 38123 38163 39 1747
4577140 2002 2657 654 1747
4577140 932 1980 1047 1747
4582382 66400 66423 22 1748
4582382 16557 16649 91 1748
4582382 14222 14329 106 1748
4582382 9407 9568 160 1748
4582382 3355 3783 427 1748
4582382 3277 3714 436 1748
4582382 2050 2694 643 1748
4582382 1665 2414 748 1748
4582382 792 1919 1126 1748
4587627 509735 509738 2 1749
4587627 23137 23203 65 1749
4587627 11790 11919 128 1749
4587627 8265 8448 182 1749
4587627 4650 4968 317 1749
4592875 1530958 1530959 0 1750
4592875 218705 218712 6 1750
4592875 153091 153101 9 1750
4592875 61226 61251 24 1750
4592875 26367 26425 57 1750
4592875 21836 21906 69 1750
4592875 10486 10631 144 1750
4592875 8661 8836 174 1750
4592875 8368 8549 180 1750
4592875 5999 6249 249 1750
4592875 3568 3974 405 1750
4592875 1001 2016 1014 1750
4592875 575 1842 1266 1750
4592875 331 1781 1449 1750
4598126 90151 90168 16 1751
4598126 22506 22574 67 1751
4598126 15125 15226 100 1751
4598126 6825 7046 220 1751
4598126 3592 3996 403 1751
4598126 1292 2176 883 1751
4598126 511 1824 1312 1751
4603380 102290 102305 14 1752
4603380 63924 63948 23 1752
4603380 854 1949 1094 1752
4608637 1536212 1536213 0 1753
4608637 69817 69839 21 1753
4608637 2975 3453 477 1753
4613897 768982 768984 1 1754
4619160 11338 11473 134 1755
4619160 1157 2102 944 1755
4619160 579 1848 1268 1755
4624426 1541475 1541476 0 1756
4624426 385367 385371 3 1756
4624426 6617 6846 228 1756
4624426 3292 3731 438 1756
4624426 1225 2141 915 1756
4629695 771615 771617 1 1757
4629695 308644 308649 4 1757
4629695 110224 110238 13 1757
4629695 90770 90787 16 1757
4629695 44075 44110 34 1757
4629695 24860 24922 61 1757
4629695 12909 13028 118 1757
4629695 9879 10034 154 1757
4629695 8993 9163 169 1757
4629695 6023 6274 250 1757
4629695 3339 3773 433 1757
4629695 2665 3192 526 1757
4629695 880 1965 1084 1757
4629695 702 1892 1189 1757
4634967 514995 514998 2 1758
4640242 1546747 1546748 0 1759
4640242 386685 386689 3 1759
4645520 309699 309704 4 1760
4645520 140768 140779 10 1760
4645520 48375 48407 31 1760
4650801 258375 258381 5 1761
4650801 13542 13656 113 1761
4650801 1442 2276 833 1761
4656085 1552028 1552029 0 1762
4656085 221715 221722 6 1762
4656085 155198 155208 9 1762
4656085 22137 22207 69 1762
4656085 10203 10354 150 1762
4656085 940 1997 1056 1762
4656085 273 1783 1509 1762
4661372 194220 194228 7 1763
4661372 37877 37918 40 1763
4661372 4345 4689 343 1763
4666662 172835 172844 8 1764
4666662 43192 43228 35 1764
4666662 24660 24723 62 1764
4666662 13237 13354 116 1764
4666662 6047 6299 251 1764
4666662 4505 4838 332 1764
